"age","prior_job_count","department","proportion_401K","starting_salary","separated_ny","days_to_separate","job_level"
49.53,8,"customer_service",0.22,99097,0,55.92,"D"
41.58,7,"customer_service",0.99,83215,0,6.88,"C"
41.28,9,"customer_service",0.89,82271,0,1.1,"B"
47.94,10,"human_resources",0.67,96075,1,1,"E"
45.3,9,"customer_service",0.57,91053,0,2.87,"B"
47.2,10,"customer_service",0.15,94221,0,59.04,"D"
42.05,8,"it_support",0.62,84056,1,6.88,"C"
42.87,10,"human_resources",0.14,85598,1,1,"D"
50.48,10,"human_resources",1,100819,0,1,"B"
42.47,8,"it_support",0.11,84751,0,8.21,"A"
42.37,5,"human_resources",0.79,84801,0,1,"D"
46.74,10,"human_resources",0.69,93376,0,1,"B"
44.9,9,"human_resources",0.32,89632,1,1,"E"
43.04,9,"it_support",0.36,85821,0,16.34,"E"
38.48,10,"human_resources",0.34,76910,0,1,"B"
48.44,9,"human_resources",0.75,97173,0,1,"A"
47.9,16,"it_support",0.27,96212,0,7.95,"D"
45.01,8,"customer_service",0.89,90004,0,10.24,"C"
49.14,8,"customer_service",0.54,98518,0,90.17,"B"
43.96,8,"human_resources",0.63,87741,0,1,"D"
48.44,8,"customer_service",0.03,96703,0,18.38,"D"
42.39,13,"customer_service",0.83,84911,0,163.2,"A"
47.53,9,"human_resources",0.87,95121,1,1,"D"
41.01,10,"human_resources",0.99,82330,0,1,"A"
43.72,8,"human_resources",0.97,87400,0,1,"A"
42.34,11,"customer_service",0.13,84448,0,38.04,"A"
44.61,9,"customer_service",0.15,88835,0,94.41,"B"
49.39,10,"human_resources",1,99242,1,1,"C"
56.18,15,"customer_service",0.88,112702,0,88.94,"E"
52.53,11,"customer_service",0.95,104865,0,20.61,"C"
40.96,11,"human_resources",0.08,81814,0,1,"D"
43.26,9,"human_resources",0.94,86709,0,1,"D"
37.63,9,"human_resources",0.63,75670,1,1,"D"
37.64,9,"human_resources",1,74768,0,1,"D"
48.86,5,"customer_service",0.62,97613,0,99.75,"A"
43.54,10,"customer_service",0.63,87006,1,3.74,"D"
44.73,7,"human_resources",0.03,89730,0,1,"A"
44.95,11,"human_resources",0.84,89990,1,1,"B"
40.61,7,"it_support",0.85,81018,1,3.16,"B"
44.97,11,"customer_service",0.03,90453,0,37.2,"A"
47.55,10,"human_resources",0.87,95365,1,1,"C"
45.53,7,"it_support",0.58,91159,0,4.8,"C"
43.91,6,"human_resources",0.15,87934,0,1,"C"
38.13,4,"human_resources",0.23,76307,1,1,"B"
45.76,5,"human_resources",0.01,91612,1,1,"E"
45.74,16,"customer_service",0.02,91080,0,24.17,"C"
48.46,12,"customer_service",0.66,97150,0,3.34,"E"
40.42,7,"human_resources",0.01,80447,0,1,"B"
46.56,8,"human_resources",1,92993,1,1,"E"
37.53,7,"it_support",0.18,74956,0,7.93,"D"
41.06,6,"it_support",0.63,82132,1,5.88,"C"
45.05,11,"customer_service",0.97,90401,0,22.28,"C"
50.2,11,"customer_service",0.71,100178,0,47.91,"A"
43.91,7,"human_resources",0.25,87530,0,1,"C"
46.64,11,"customer_service",1,93332,0,2.74,"E"
47.75,7,"human_resources",1,95252,1,1,"A"
41.55,8,"customer_service",0.92,83352,0,46.73,"B"
46.62,6,"human_resources",0.99,93319,1,1,"C"
50.82,8,"human_resources",0.98,101651,0,1,"A"
50.24,13,"human_resources",0.83,100645,0,1,"E"
48.75,4,"human_resources",0.98,97233,0,1,"B"
41.03,11,"customer_service",0.44,81706,1,2.82,"D"
48.66,7,"human_resources",0.11,97681,1,1,"E"
41.6,8,"human_resources",0.05,82748,0,1,"B"
55.09,8,"human_resources",0.01,110383,0,1,"B"
46.09,11,"human_resources",0.95,92101,0,1,"C"
44.7,7,"human_resources",0.61,88686,1,1,"B"
43.96,10,"it_support",0.72,87969,1,4.38,"B"
43.74,9,"customer_service",0.26,87013,1,7.78,"E"
46.52,5,"it_support",0.94,93025,1,1.82,"D"
39.11,5,"customer_service",0.89,78022,0,97.83,"A"
49.66,8,"human_resources",0.4,99641,1,1,"B"
47.69,11,"it_support",0.31,95476,0,4.53,"A"
39.19,10,"human_resources",1,78191,1,1,"B"
41.6,9,"customer_service",0.79,83370,0,50.2,"B"
39.94,7,"human_resources",0.04,80000,1,1,"A"
41.17,11,"it_support",0.86,82287,0,9.92,"A"
49.32,5,"it_support",0.5,98489,1,2.39,"B"
46.28,9,"human_resources",1,92906,1,1,"A"
45.47,10,"human_resources",0.65,90993,0,1,"D"
42.65,6,"customer_service",0.11,85312,0,25.35,"C"
47.66,12,"customer_service",0.03,95485,0,21.11,"A"
43.13,8,"customer_service",0.98,86019,0,27.89,"D"
42.41,9,"human_resources",0.86,85072,1,1,"D"
42.17,4,"human_resources",0.98,83938,1,1,"D"
44.64,6,"customer_service",0.22,89185,0,96.06,"A"
41.86,9,"human_resources",1,83921,1,1,"C"
42.06,5,"customer_service",0.07,83995,0,1,"C"
45.38,10,"it_support",1,90679,0,9.95,"A"
43.4,6,"human_resources",0.75,86690,0,1,"A"
41.64,5,"it_support",0.14,83249,0,7.18,"D"
44.54,9,"it_support",0.99,89095,1,2.5,"E"
49.4,11,"human_resources",0.73,99161,1,1,"A"
38.63,3,"it_support",0.01,77472,0,5.82,"B"
46.3,9,"customer_service",0.98,92484,0,61.39,"D"
45.05,5,"human_resources",0.05,90533,0,1,"D"
44.81,8,"customer_service",0.47,89331,0,38.41,"D"
41.46,3,"customer_service",0.21,82897,0,4.5,"C"
41.55,11,"customer_service",0.36,83108,0,64.79,"C"
53.22,13,"customer_service",0.06,106818,0,39.41,"D"
45.11,7,"customer_service",0.58,90362,1,4.81,"D"
40.83,8,"human_resources",0.08,81364,1,1,"B"
42.34,10,"it_support",0.77,85024,1,5.15,"A"
45.52,8,"it_support",0.89,91352,1,6.15,"B"
46.46,10,"customer_service",0.88,92954,1,32.35,"E"
54.28,9,"customer_service",0.01,107955,0,46.05,"E"
46.6,12,"human_resources",0.17,93182,1,1,"D"
36.01,8,"human_resources",1,71728,1,1,"E"
46.37,9,"it_support",0.83,92673,0,7.72,"D"
40.92,6,"human_resources",0.38,82071,1,1,"C"
47.87,13,"it_support",0.11,96252,0,11.31,"A"
49.47,11,"it_support",0.94,98855,0,9.41,"D"
49.89,16,"it_support",0.86,100046,0,9.07,"B"
39.37,11,"human_resources",0.96,78592,0,1,"C"
48,10,"human_resources",0.85,96196,0,1,"E"
46.63,12,"customer_service",0.21,92776,0,157.98,"E"
49.86,12,"human_resources",0.44,100043,1,1,"A"
46.76,12,"human_resources",0.92,93268,1,1,"C"
38.49,11,"human_resources",1,76901,0,1,"E"
42.52,12,"customer_service",0.07,84805,0,0.74,"A"
42.79,8,"it_support",0.56,85641,0,16.79,"B"
42.97,9,"customer_service",0.11,86318,0,25.51,"B"
45.35,11,"customer_service",0.99,90499,0,120.59,"E"
39.17,10,"human_resources",0.3,78845,1,1,"E"
47.6,12,"customer_service",0.53,95448,0,77.73,"C"
55.07,12,"human_resources",0.92,110110,1,1,"D"
45.03,10,"customer_service",0.16,90221,0,10.16,"D"
40.77,9,"customer_service",0.57,81408,1,6.39,"D"
49.71,12,"human_resources",0.58,100022,0,1,"D"
43.28,12,"customer_service",0.99,86478,0,7.31,"D"
42.01,12,"human_resources",0.63,84234,1,1,"C"
49.63,9,"human_resources",0.03,99596,0,1,"A"
46.01,10,"human_resources",0.09,92194,1,1,"D"
50.99,7,"human_resources",0.94,101695,0,1,"D"
38.87,2,"human_resources",0.08,78136,1,1,"E"
46.71,5,"customer_service",0.37,93476,0,69.84,"D"
41.65,8,"customer_service",1,83175,0,136.55,"D"
43.91,7,"human_resources",0.47,87644,1,1,"C"
39.96,11,"it_support",0.25,79619,0,3.87,"A"
45.06,7,"customer_service",0.02,90265,0,70.75,"E"
41.25,6,"it_support",1,82508,0,4.48,"D"
48.86,9,"customer_service",0.99,97873,0,57.12,"B"
41.16,5,"human_resources",0.15,81900,0,1,"A"
45.92,10,"human_resources",0.93,92136,0,1,"D"
42.59,13,"customer_service",0.88,85079,0,42.48,"C"
45.42,5,"customer_service",0,91135,0,7.89,"C"
47.44,12,"human_resources",0.89,94579,1,1,"D"
39.42,4,"it_support",0.88,79167,0,12.98,"E"
40.09,6,"human_resources",1,79990,1,1,"A"
38.51,6,"it_support",0.61,76634,0,6.84,"C"
46.69,6,"human_resources",0.21,93438,1,1,"C"
44.86,16,"customer_service",0.19,89958,1,23.74,"E"
44.7,9,"it_support",1,89349,0,1.43,"E"
44.07,6,"human_resources",0.95,88227,1,1,"C"
48.66,12,"human_resources",0.04,97436,0,1,"E"
50.1,13,"customer_service",0.04,100247,0,21.19,"D"
41.11,6,"human_resources",0.73,81960,1,1,"C"
39.9,6,"customer_service",0.41,79935,1,19.4,"A"
44.12,6,"customer_service",0.66,88153,0,6.4,"A"
40.31,15,"human_resources",0.62,80577,1,1,"C"
43.28,8,"human_resources",0.93,86608,0,1,"D"
48.1,9,"human_resources",1,96241,1,1,"A"
36.33,7,"human_resources",0.08,72490,1,1,"C"
39.44,12,"it_support",0.4,78877,0,7.97,"E"
43.89,11,"human_resources",0.51,87822,0,1,"E"
55.05,10,"human_resources",0.12,110287,0,1,"D"
42.92,11,"customer_service",0.06,85573,0,161.44,"E"
50.73,8,"human_resources",0.06,101078,0,1,"C"
40.97,11,"human_resources",0.01,82114,0,1,"A"
46.42,10,"customer_service",0.06,92598,0,68.1,"A"
45.76,4,"it_support",0.66,91950,0,13.59,"B"
45.93,10,"customer_service",1,91606,0,34.35,"B"
40.84,10,"it_support",0.97,81421,1,2.72,"C"
46.69,7,"it_support",0.55,93342,1,1.02,"E"
40.99,5,"customer_service",0.63,82379,0,15.58,"B"
44.18,4,"it_support",0.1,88423,0,10.96,"B"
45.29,10,"human_resources",0.56,90514,1,1,"A"
42.73,12,"human_resources",0.78,85502,0,1,"A"
45.16,6,"human_resources",0.02,90184,0,1,"E"
43.94,10,"human_resources",1,87671,1,1,"A"
42.23,5,"customer_service",0.4,84935,1,20.16,"E"
50.83,14,"it_support",0.23,101438,0,2.66,"B"
43.07,7,"human_resources",0.12,86015,0,1,"D"
42.32,7,"human_resources",0.91,84802,1,1,"E"
38.12,5,"it_support",1,75792,0,6.27,"B"
43.49,11,"it_support",1,86949,0,6.87,"D"
46.8,8,"customer_service",0.94,93733,0,10.2,"D"
47.95,8,"customer_service",0.14,95902,0,27.39,"B"
46.18,11,"human_resources",0.99,92418,0,1,"D"
41.96,10,"human_resources",0.99,83847,1,1,"A"
46,9,"customer_service",0.03,91952,0,17.58,"C"
42.18,7,"customer_service",0.51,84571,0,145.05,"A"
40.29,12,"human_resources",1,80551,1,1,"A"
36.06,9,"human_resources",0.1,71966,0,1,"B"
46.65,9,"human_resources",0.01,93925,1,1,"D"
38.94,6,"customer_service",0.95,77928,0,1.02,"A"
41.03,7,"customer_service",0.97,82560,0,43.54,"A"
49.96,9,"human_resources",0,99731,0,1,"C"
45.12,11,"human_resources",0.8,90461,0,1,"D"
47.55,7,"human_resources",0.99,95233,1,1,"A"
44.39,10,"human_resources",0.91,89015,1,1,"B"
41.71,7,"customer_service",1,83262,0,47.59,"A"
44.29,6,"human_resources",0.17,88531,1,1,"B"
38.09,6,"it_support",0.91,76019,0,11.56,"B"
41.37,9,"it_support",0.8,82738,0,5.18,"D"
47.85,14,"customer_service",0.85,96076,0,12.78,"B"
43.18,14,"it_support",0.99,86670,0,7.4,"E"
46.13,5,"human_resources",0.11,92571,1,1,"C"
39.25,8,"human_resources",0.32,78620,0,1,"C"
48.57,9,"customer_service",0.12,97516,0,59.46,"C"
50.81,12,"it_support",0.82,101678,0,7.62,"E"
44.47,8,"human_resources",0.17,88819,0,1,"D"
41.88,6,"it_support",0.89,83495,0,3.5,"B"
43.98,6,"human_resources",0.53,87684,1,1,"E"
47.78,13,"human_resources",0.84,95415,1,1,"B"
40.34,8,"customer_service",1,80628,0,10.11,"E"
40.73,7,"human_resources",0.62,81431,0,1,"B"
44.53,7,"customer_service",0.01,89128,1,1.67,"B"
43.01,2,"customer_service",0.25,86050,0,8.59,"C"
43.01,10,"it_support",0.87,86089,0,1.27,"E"
44.69,8,"it_support",0.98,89271,0,5.76,"A"
40.53,1,"customer_service",0.58,80982,0,59.1,"D"
45.82,8,"human_resources",0.7,91490,1,1,"C"
35.83,8,"customer_service",0.05,71526,0,11.09,"C"
45.27,12,"human_resources",1,89965,0,1,"A"
47.11,10,"customer_service",0.46,93931,0,114.44,"D"
40.72,9,"customer_service",0.49,81393,0,28.07,"C"
44.05,11,"human_resources",0.43,88516,0,1,"C"
45.74,9,"customer_service",0.95,90855,0,3.93,"D"
44.85,12,"human_resources",0.98,89724,1,1,"D"
45.33,8,"human_resources",0.7,90470,0,1,"C"
45.59,12,"customer_service",1,90677,0,3.78,"D"
47.93,10,"customer_service",1,95338,0,35.43,"D"
47.98,9,"it_support",0.99,95811,0,4.98,"B"
47.75,1,"it_support",0.04,95079,1,8.57,"E"
43.24,9,"it_support",0.74,87135,0,10.79,"A"
43.01,10,"human_resources",0,86007,0,1,"D"
45.19,15,"human_resources",0.45,91271,1,1,"E"
45.96,5,"it_support",0.92,91825,1,5.74,"E"
44.06,9,"it_support",0.92,88085,0,5.07,"B"
42.11,9,"it_support",1,83894,1,5.99,"B"
38.23,6,"it_support",0.2,76748,0,10.75,"E"
38.69,6,"human_resources",0.82,76764,0,1,"C"
46.13,7,"human_resources",0.98,91847,0,1,"C"
47.95,7,"human_resources",0.19,96034,1,1,"C"
51,6,"human_resources",0.54,102352,1,1,"B"
52.96,12,"customer_service",0.47,106032,0,10.35,"D"
46.08,10,"human_resources",0.34,91555,0,1,"D"
43.83,6,"human_resources",0.31,87989,0,1,"C"
45.19,7,"it_support",0.01,90725,0,5.68,"C"
44.08,5,"customer_service",0.19,87757,0,24.84,"E"
46.59,12,"customer_service",0.88,93888,0,64.38,"E"
43.19,15,"human_resources",0.57,86521,1,1,"E"
48.86,14,"human_resources",0.6,98123,0,1,"D"
44.65,10,"human_resources",0.02,88894,0,1,"C"
45.74,7,"human_resources",0.97,91741,0,1,"D"
45.97,9,"customer_service",0.12,92137,0,5.29,"C"
42.44,5,"it_support",0.99,84744,0,6.12,"C"
52.72,16,"it_support",0.13,104846,0,4.98,"A"
44.05,9,"customer_service",0.93,88020,0,10.98,"E"
39.21,5,"customer_service",0.28,78877,0,305.57,"D"
45.73,5,"it_support",0.01,91128,0,10.97,"A"
44.95,13,"human_resources",0.05,90009,1,1,"B"
42.93,13,"customer_service",0.19,86168,0,67.54,"E"
42.11,8,"customer_service",0,84222,0,2.02,"B"
45.48,10,"it_support",0.23,90547,0,7.34,"A"
48.47,5,"human_resources",0.65,96551,1,1,"C"
41.96,7,"human_resources",0,83435,0,1,"D"
43.43,6,"it_support",0.7,86583,0,12.67,"D"
49.23,10,"human_resources",0.91,98354,1,1,"D"
39.83,12,"human_resources",1,79865,1,1,"A"
42.08,10,"customer_service",0.94,83776,0,70.59,"E"
47.94,5,"human_resources",0.91,95890,1,1,"C"
48.96,16,"human_resources",0.71,97989,1,1,"C"
50.57,11,"human_resources",0.54,101630,1,1,"E"
43.91,7,"human_resources",0.05,88036,0,1,"D"
48.2,8,"customer_service",0.14,96264,0,12.04,"D"
41.62,6,"it_support",0.01,83616,0,8.43,"A"
41.4,6,"customer_service",0.71,83457,0,37.67,"C"
49.88,4,"human_resources",0.88,99993,0,1,"D"
40.38,11,"customer_service",0.2,80698,0,13.1,"E"
44.91,10,"customer_service",0.77,89546,0,21.81,"A"
51.95,3,"it_support",0.07,103829,0,3.97,"A"
38.22,5,"it_support",0.12,76217,1,0.94,"D"
39.86,7,"human_resources",1,79654,0,1,"D"
42.61,11,"customer_service",0.81,85114,0,44.23,"D"
41.83,13,"customer_service",0.98,83867,1,4.87,"E"
46.19,11,"human_resources",0.89,92628,0,1,"E"
45.19,9,"customer_service",0.17,89725,0,1.22,"E"
44.51,6,"human_resources",0,88835,1,1,"B"
45.64,5,"customer_service",0.45,91048,0,40.65,"A"
52.94,13,"human_resources",0.51,105912,0,1,"A"
48.58,10,"customer_service",0.98,97240,0,3.96,"E"
43.98,13,"human_resources",0.97,88018,0,1,"E"
44.28,8,"it_support",0.25,88642,1,1.91,"D"
48.9,10,"customer_service",0,97928,0,104.07,"D"
48,10,"customer_service",0.11,95499,0,30.9,"B"
39.54,8,"it_support",0,78710,1,4.24,"E"
43.44,10,"human_resources",0.94,87012,1,1,"E"
46.37,7,"it_support",0.3,92502,0,12,"A"
43,9,"human_resources",0.95,85919,1,1,"B"
45.18,4,"it_support",0.07,90119,1,7.67,"E"
45.56,16,"human_resources",1,90739,1,1,"D"
41.3,8,"it_support",0.02,82294,0,1.4,"D"
36.18,9,"human_resources",0.97,72171,1,1,"A"
52.21,10,"human_resources",0.16,104321,0,1,"A"
46.13,9,"human_resources",0.62,92497,1,1,"E"
45.89,9,"customer_service",0.74,91896,0,62.11,"E"
48.97,5,"it_support",1,98264,0,9.3,"A"
46.93,10,"human_resources",1,93683,1,1,"A"
54.25,11,"human_resources",0.98,108261,0,1,"A"
44.65,11,"human_resources",0,89397,0,1,"A"
35.85,9,"customer_service",1,71968,0,42.48,"A"
51.72,11,"it_support",0.39,103311,1,6.32,"C"
43.38,7,"human_resources",0.55,87104,1,1,"E"
47.99,9,"customer_service",0.93,95960,0,22.63,"C"
46.63,5,"human_resources",0.06,93977,1,1,"A"
48.43,8,"customer_service",0.89,96748,0,13.87,"E"
43.22,7,"customer_service",1,86447,1,12.74,"D"
40.19,5,"human_resources",0.1,80142,1,1,"A"
41.96,11,"human_resources",0.96,83836,1,1,"D"
43.21,10,"it_support",0.33,85868,1,9.89,"E"
43.96,6,"customer_service",0.97,87746,0,66.44,"D"
46.66,13,"human_resources",0.43,93515,0,1,"A"
44.55,9,"customer_service",0.03,88564,0,26.98,"C"
41.32,10,"human_resources",0.91,82646,1,1,"C"
39.82,10,"customer_service",0.89,79843,0,81.32,"A"
47.41,12,"human_resources",0.95,94603,0,1,"B"
36.74,6,"human_resources",0.01,73471,0,1,"A"
43.5,4,"it_support",0.83,87546,0,6.39,"C"
41.07,5,"it_support",0.43,81967,0,2.93,"B"
45.87,10,"human_resources",0.55,91845,0,1,"C"
47.35,11,"it_support",0,94198,0,8.36,"B"
50,11,"human_resources",0.9,99671,1,1,"C"
40.89,7,"it_support",0.36,81794,0,6.33,"B"
46.82,4,"customer_service",0.91,93277,0,65.21,"D"
38.13,9,"human_resources",0.79,76369,1,1,"E"
48.01,4,"customer_service",0.24,95917,1,6.47,"B"
52.71,13,"human_resources",0.13,105237,0,1,"E"
40.88,6,"customer_service",0.23,81026,0,185.98,"B"
49.94,8,"human_resources",1,100088,1,1,"A"
38.52,7,"human_resources",0.9,77335,0,1,"A"
47.62,14,"human_resources",0.66,95158,1,1,"D"
45.42,7,"it_support",0.44,90963,0,8.78,"B"
45.52,14,"customer_service",0.8,91003,0,33.52,"D"
51.59,8,"customer_service",0.71,103280,1,28.43,"A"
41.09,9,"customer_service",0.44,82091,1,10.33,"D"
43.46,7,"human_resources",0.64,87006,0,1,"C"
48.31,10,"human_resources",0.75,96698,1,1,"B"
42.05,9,"customer_service",0.03,83895,1,4.41,"D"
49.02,9,"customer_service",0.71,97817,0,43.06,"B"
49.52,10,"customer_service",0.14,99119,0,194.91,"A"
53.5,13,"human_resources",0.52,107203,0,1,"D"
43.25,10,"it_support",0.74,86605,0,6.33,"D"
39.8,9,"customer_service",0.01,79793,0,38.39,"B"
41.96,9,"it_support",0.6,83923,0,9.96,"A"
47.97,9,"it_support",0.37,95967,0,11.63,"A"
40.49,9,"it_support",0.99,80802,1,1.2,"B"
40.97,9,"human_resources",0.91,82285,1,1,"B"
49.07,8,"customer_service",0.7,98324,0,5.65,"D"
36.5,8,"human_resources",0.78,72826,1,1,"E"
38.83,5,"it_support",0.47,77734,0,6.8,"A"
50.18,7,"customer_service",0.95,100458,0,43.12,"C"
42.13,5,"customer_service",0.76,84053,0,8.92,"E"
43.17,15,"human_resources",0.98,86840,0,1,"C"
43.72,7,"customer_service",0.03,87514,0,71.47,"A"
53.45,6,"it_support",0.31,107077,0,2.45,"C"
41.44,12,"human_resources",1,82037,0,1,"E"
43.94,6,"customer_service",0.67,87631,1,10.8,"B"
46.21,13,"human_resources",0.62,91988,0,1,"D"
46.31,8,"human_resources",0.64,92540,0,1,"B"
43.75,10,"human_resources",0.19,87140,0,1,"B"
40.06,5,"human_resources",0.01,79719,0,1,"D"
35.54,11,"human_resources",0.88,71175,0,1,"B"
48.48,12,"customer_service",0.31,96763,0,68.67,"B"
41.81,7,"human_resources",0.06,83280,1,1,"C"
39.08,3,"human_resources",0.19,77780,1,1,"E"
41.35,7,"customer_service",0.53,82442,0,87.39,"E"
45.04,9,"it_support",0.71,90067,0,14.87,"B"
48.85,9,"human_resources",1,97614,0,1,"E"
49.19,15,"it_support",0.74,98229,0,14.21,"D"
44.01,14,"human_resources",0.81,88514,0,1,"E"
47.27,6,"it_support",0.99,94649,1,1.47,"E"
43.71,9,"human_resources",0.91,87180,0,1,"D"
43.63,7,"it_support",0.52,87500,0,18.61,"A"
45.5,10,"human_resources",0.71,91287,1,1,"C"
42.79,9,"human_resources",0.89,85252,1,1,"D"
52.85,12,"human_resources",0.04,104885,1,1,"A"
43.41,11,"it_support",0.15,86926,0,6.46,"A"
50.12,13,"human_resources",0.43,100489,1,1,"D"
49.55,6,"human_resources",0.78,98983,0,1,"D"
37.41,8,"customer_service",0.93,74585,0,17.93,"A"
48.75,16,"human_resources",0.05,97215,0,1,"C"
41.18,8,"customer_service",0.05,82292,0,7.94,"D"
50.53,5,"human_resources",0.65,101611,1,1,"B"
49.22,8,"it_support",0.51,98397,0,6.18,"E"
40.6,10,"human_resources",0.46,80817,0,1,"E"
39.7,4,"customer_service",0.07,79641,0,53.55,"D"
41.1,9,"human_resources",0.01,82168,1,1,"C"
45,5,"it_support",1,90131,0,9.12,"A"
49.04,15,"human_resources",0.28,97896,1,1,"E"
46.27,6,"it_support",0.89,92156,0,6.66,"B"
41.5,15,"human_resources",0.19,83288,0,1,"C"
40.93,14,"customer_service",0.04,82130,0,139.32,"A"
44.74,7,"customer_service",0.99,89677,0,38.1,"B"
42.16,9,"human_resources",0.98,84790,1,1,"A"
40.56,7,"human_resources",0.86,80935,1,1,"B"
44.53,8,"human_resources",0.8,88929,0,1,"B"
43.12,13,"customer_service",1,86418,0,62.91,"B"
48.35,9,"it_support",0.71,96716,1,4.59,"D"
39.34,8,"customer_service",1,79154,0,14.83,"C"
47.49,14,"human_resources",0.78,94665,1,1,"B"
41.98,5,"customer_service",0.91,83567,0,7.12,"D"
46.24,11,"human_resources",0.75,92905,1,1,"E"
43.84,9,"it_support",0.6,87717,1,2.23,"E"
46.27,10,"customer_service",0.71,92599,0,18.26,"B"
42.67,7,"human_resources",1,84969,0,1,"D"
50.53,11,"it_support",0.11,100893,0,3.98,"E"
46.73,9,"it_support",0.45,93290,0,14.49,"E"
37.06,7,"it_support",0.43,73709,0,13.56,"B"
45.83,7,"human_resources",0.89,91772,0,1,"C"
45.59,11,"it_support",0.46,91066,1,5.03,"E"
47.26,14,"human_resources",0.98,93987,0,1,"B"
50.86,16,"it_support",0.58,101700,1,5.86,"A"
43,9,"human_resources",0.69,86096,1,1,"B"
44.3,7,"human_resources",0.02,88756,0,1,"A"
43.05,10,"it_support",0.23,85693,0,5.28,"D"
46.94,6,"human_resources",0.94,94494,0,1,"C"
40.12,6,"customer_service",0.12,79852,1,5.3,"A"
39.63,13,"human_resources",0.66,79131,1,1,"E"
45.1,8,"human_resources",0.27,90467,0,1,"E"
44.81,13,"customer_service",0.52,89298,0,45.95,"A"
44.64,11,"it_support",1,89197,0,3.15,"E"
36.9,5,"human_resources",0.98,73946,0,1,"C"
41.76,10,"human_resources",0.68,83187,1,1,"E"
40.81,10,"customer_service",0.43,81181,0,8.34,"C"
48.64,9,"it_support",0.87,97423,0,18.26,"C"
42.21,9,"human_resources",0.99,84187,0,1,"A"
42.63,7,"it_support",0.15,85142,1,5.18,"C"
50.03,15,"customer_service",0.37,100881,0,34.88,"C"
43.43,9,"human_resources",0.01,86794,1,1,"B"
44.62,7,"human_resources",0.02,89394,0,1,"D"
42.87,9,"human_resources",0.99,85911,0,1,"C"
45.97,9,"human_resources",0.71,92428,0,1,"A"
51.85,8,"it_support",0.91,104246,0,9.82,"D"
48.14,10,"customer_service",0.01,96046,0,88.49,"D"
43.94,13,"customer_service",0.1,87868,0,47.89,"A"
41.28,7,"human_resources",0.91,82945,1,1,"E"
48.15,8,"customer_service",0.38,96163,0,43.99,"A"
50.49,10,"customer_service",1,101613,0,50.53,"D"
40.56,12,"human_resources",1,81109,0,1,"D"
46.91,11,"human_resources",0.96,93959,1,1,"C"
43.09,6,"human_resources",0.76,86371,0,1,"A"
39.38,11,"human_resources",0.08,78544,1,1,"E"
38.18,6,"human_resources",0.96,76894,0,1,"D"
39.96,6,"it_support",0.85,79608,0,8.1,"A"
41.98,8,"customer_service",0.43,84523,0,86.25,"A"
43.12,7,"human_resources",0.21,85812,0,1,"D"
47.22,10,"human_resources",0.97,94066,1,1,"B"
46.89,14,"human_resources",0.59,93928,0,1,"D"
44.32,7,"human_resources",0.9,88866,0,1,"D"
49.12,15,"customer_service",0,98100,0,22.59,"C"
46.46,7,"human_resources",0.46,92799,1,1,"B"
43.78,8,"customer_service",0.98,87816,0,38.42,"B"
46.31,7,"human_resources",0.72,92747,1,1,"B"
45.65,8,"customer_service",0.09,91435,0,14.01,"A"
51.87,11,"customer_service",0.82,103677,0,72.64,"A"
46.16,11,"human_resources",0.89,92340,1,1,"C"
44.65,14,"customer_service",0.97,89394,0,4.26,"E"
40.4,12,"human_resources",0.77,81054,1,1,"C"
48.94,10,"customer_service",0.99,98275,1,11.12,"E"
46.91,9,"customer_service",0.55,94255,0,7.84,"A"
46.61,10,"customer_service",1,93032,0,21.74,"B"
31.85,4,"human_resources",0.97,63851,0,1,"B"
53.01,11,"customer_service",0.88,106382,0,37.09,"A"
50.39,13,"human_resources",0.33,100845,0,1,"E"
47.48,6,"it_support",0.6,94999,0,6.57,"C"
36.59,9,"it_support",0.88,73383,1,4.62,"C"
46.77,6,"human_resources",0.8,93558,0,1,"D"
44.6,11,"it_support",0.37,89551,1,2.02,"C"
40.86,5,"customer_service",0.93,81826,1,4.13,"A"
42.19,6,"human_resources",0.02,84316,1,1,"E"
42.63,8,"human_resources",0.66,85681,1,1,"E"
43.79,13,"human_resources",0.4,87329,0,1,"B"
43.63,13,"human_resources",0.97,86982,1,1,"C"
44.99,6,"it_support",0.29,90138,0,6.22,"D"
42.79,11,"customer_service",0.75,85298,0,27.64,"B"
43.52,8,"customer_service",0.19,87477,0,48.47,"E"
41.67,10,"human_resources",1,82940,1,1,"E"
43.33,9,"human_resources",1,86637,0,1,"C"
43.04,8,"human_resources",0.97,85489,0,1,"E"
49.97,8,"human_resources",0.89,99357,1,1,"B"
37.33,7,"human_resources",0.47,74371,1,1,"E"
43.29,1,"customer_service",0.34,86797,0,3.44,"D"
46.85,4,"it_support",0.75,93664,1,1.07,"B"
40.58,8,"human_resources",0.32,81290,0,1,"C"
46.05,9,"it_support",0.07,92400,0,4.9,"A"
47.78,6,"human_resources",0.51,95916,0,1,"B"
44.53,12,"customer_service",0.52,88762,0,14.08,"C"
47.28,10,"human_resources",0.87,94306,0,1,"C"
47.22,12,"human_resources",0.26,94618,0,1,"B"
45.62,7,"customer_service",0.08,91293,0,11.38,"A"
45.28,9,"human_resources",0.98,90323,1,1,"D"
50.44,15,"human_resources",1,100509,1,1,"B"
42.13,4,"human_resources",0.42,84048,0,1,"C"
41.31,6,"customer_service",0.63,82530,0,5.74,"E"
